,correlation,abs_correlation
ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS: Housing units with a mortgage: Owner-occupied housing units -- (Estimate),0.6434266921216725,0.6434266921216725
ALLOCATION OF GRANDPARENTS LIVING WITH GRANDCHILDREN UNDER 18 YEARS: Total: Population 30 years and over -- (Estimate),0.6425015978149334,0.6425015978149334
ALLOCATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER: Total: Population 30 years and over -- (Estimate),0.6425015978149334,0.6425015978149334
ALLOCATION OF MORTGAGE STATUS: Not allocated: Owner-occupied housing units -- (Estimate),0.6370386457233648,0.6370386457233648
ALLOCATION OF VALUE: Total: Owner-occupied housing units -- (Estimate),0.6353758021792395,0.6353758021792395
ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS: Total: Owner-occupied housing units -- (Estimate),0.6353758021792395,0.6353758021792395
ALLOCATION OF MORTGAGE STATUS: Total: Owner-occupied housing units -- (Estimate),0.6353758021792395,0.6353758021792395
ALLOCATION OF PLACE OF WORK: Not allocated: Workers 16 years and over -- (Estimate),0.6302465025398021,0.6302465025398021
ALLOCATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Population 25 years and over -- (Estimate),0.6289718975586703,0.6289718975586703
ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak only English: Population 5 years and over -- (Estimate),0.6228265574276746,0.6228265574276746
ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak only English: Population 5 years and over -- (Estimate),0.6228265574276746,0.6228265574276746
ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: No income allocated: Families -- (Estimate),0.6216515911619108,0.6216515911619108
ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Usual hours worked per week in the past 12 months --: Not allocated: Population 16 years and over -- (Estimate),0.6168764900916593,0.6168764900916593
ALLOCATION OF PLACE OF WORK: Total: Workers 16 years and over -- (Estimate),0.6145198113392192,0.6145198113392192
ALLOCATION OF TIME LEAVING HOME TO GO TO WORK: Total: Workers 16 years and over -- (Estimate),0.6145198113392192,0.6145198113392192
ALLOCATION OF TRAVEL TIME TO WORK: Total: Workers 16 years and over -- (Estimate),0.6145198113392192,0.6145198113392192
ALLOCATION OF PRIVATE VEHICLE OCCUPANCY: Total: Workers 16 years and over -- (Estimate),0.6145198113392192,0.6145198113392192
ALLOCATION OF MEANS OF TRANSPORTATION TO WORK: Total: Workers 16 years and over -- (Estimate),0.6145198113392192,0.6145198113392192
ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Weeks worked in the past 12 months --: Not allocated: Population 16 years and over -- (Estimate),0.6122246019433771,0.6122246019433771
ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate),0.612167142449937,0.612167142449937
ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate),0.612167142449937,0.612167142449937
ALLOCATION OF MEANS OF TRANSPORTATION TO WORK: Not allocated: Workers 16 years and over -- (Estimate),0.6120530793962145,0.6120530793962145
ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS: Housing units with a mortgage: Selected monthly owner costs --: No items allocated: Owner-occupied housing units -- (Estimate),0.6118770283675288,0.6118770283675288
ALLOCATION OF TRAVEL TIME TO WORK: Did not work at home: Travel time to work --: Not allocated: Workers 16 years and over -- (Estimate),0.5969350413049792,0.5969350413049792
ALLOCATION OF TRAVEL TIME TO WORK: Did not work at home: Workers 16 years and over -- (Estimate),0.5887328696065588,0.5887328696065588
ALLOCATION OF TIME LEAVING HOME TO GO TO WORK: Did not work at home: Workers 16 years and over -- (Estimate),0.5887328696065588,0.5887328696065588
ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: Total: Families -- (Estimate),0.5879469981106158,0.5879469981106158
ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: Total: Families -- (Estimate),0.5879469981106158,0.5879469981106158
ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS: Housing units with a mortgage: Selected monthly owner costs --: One or more items allocated: Owner-occupied housing units -- (Estimate),0.5800788894096756,0.5800788894096756
ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: No income allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate).1,0.5739746800120613,0.5739746800120613
ALLOCATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS ALLOCATED: No earnings allocated: Population 16 years and over -- (Estimate),0.5719478843532674,0.5719478843532674
ALLOCATION OF TIME LEAVING HOME TO GO TO WORK: Did not work at home: Time leaving home to go to work --: Not allocated: Workers 16 years and over -- (Estimate),0.5708766291801229,0.5708766291801229
"ALLOCATION OF PRIVATE VEHICLE OCCUPANCY: Car, truck, or van: Not allocated: Workers 16 years and over -- (Estimate)",0.5653519216918708,0.5653519216918708
"ALLOCATION OF PRIVATE VEHICLE OCCUPANCY: Car, truck, or van: Workers 16 years and over -- (Estimate)",0.5636532828526052,0.5636532828526052
ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: No income allocated: Population 15 years and over -- (Estimate),0.5585259395323522,0.5585259395323522
ALLOCATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER: Total: Population 18 years and over -- (Estimate),0.5582498959864898,0.5582498959864898
ALLOCATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER: Not allocated: Population 18 years and over -- (Estimate),0.5580470336377826,0.5580470336377826
ALLOCATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER: Not allocated: Population 15 years and over -- (Estimate),0.5568427334255233,0.5568427334255233
ALLOCATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Not allocated: Population 16 years and over -- (Estimate),0.5513112125626486,0.5513112125626486
ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Total: Population 16 years and over -- (Estimate),0.5509511242390609,0.5509511242390609
ALLOCATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS ALLOCATED: Total: Population 16 years and over -- (Estimate),0.5509511242390609,0.5509511242390609
ALLOCATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER: Total: Population 16 years and over -- (Estimate),0.5509511242390609,0.5509511242390609
ALLOCATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Total: Population 16 years and over -- (Estimate),0.5509511242390609,0.5509511242390609
ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Total: Population 16 years and over -- (Estimate),0.5509511242390609,0.5509511242390609
ALLOCATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER: Not allocated: Population 16 years and over -- (Estimate),0.5499745242242173,0.5499745242242173
ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: Total: Population 15 years and over -- (Estimate),0.5479978989643945,0.5479978989643945
ALLOCATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER: Total: Population 15 years and over -- (Estimate),0.5479978989643945,0.5479978989643945
ALLOCATION OF TIME LEAVING HOME TO GO TO WORK: Worked at home: Workers 16 years and over -- (Estimate),0.5426978079079635,0.5426978079079635
ALLOCATION OF TRAVEL TIME TO WORK: Worked at home: Workers 16 years and over -- (Estimate),0.5426978079079635,0.5426978079079635
ALLOCATION OF RELATIONSHIP: Not allocated: Population in households -- (Estimate),0.5316460586111635,0.5316460586111635
ALLOCATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: Total: Nonfamily households -- (Estimate),0.5278612026974752,0.5278612026974752
ALLOCATION OF RELATIONSHIP: Total: Population in households -- (Estimate),0.5241564363660839,0.5241564363660839
ALLOCATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: No income allocated: Nonfamily households -- (Estimate),0.5223220689437545,0.5223220689437545
ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Estimate),0.5195803157210903,0.5195803157210903
ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Estimate),0.5195803157210903,0.5195803157210903
ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Estimate),0.5195803157210903,0.5195803157210903
ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER: Not allocated: Population 5 years and over -- (Estimate),0.5193606755312996,0.5193606755312996
ALLOCATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER: Total: Population 3 years and over -- (Estimate),0.5123044046744116,0.5123044046744116
ALLOCATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER: Not allocated: Population 3 years and over -- (Estimate),0.5119435216631137,0.5119435216631137
ALLOCATION OF RACE: Not allocated: Total population -- (Estimate),0.5106904037253034,0.5106904037253034
ALLOCATION OF YEAR OF NATURALIZATION: Not allocated: Foreign-born naturalized citizens -- (Estimate),0.5067907675517768,0.5067907675517768
ALLOCATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER: Total: Population 1 year and over -- (Estimate),0.5054831688523388,0.5054831688523388
ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER: Total: Population 1 year and over -- (Estimate),0.5054831688523388,0.5054831688523388
ALLOCATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER: Not allocated: Population 1 year and over -- (Estimate),0.5051574440562632,0.5051574440562632
ALLOCATION OF CITIZENSHIP STATUS: Native: Total population -- (Estimate),0.5048419020209605,0.5048419020209605
ALLOCATION OF CITIZENSHIP STATUS: Native: Not allocated: Total population -- (Estimate),0.503856145112303,0.503856145112303
ALLOCATION OF AGE: Not allocated: Total population -- (Estimate),0.5029039425132512,0.5029039425132512
ALLOCATION OF RACE: Total: Total population -- (Estimate),0.5027078307060728,0.5027078307060728
ALLOCATION OF AGE: Total: Total population -- (Estimate),0.5027078307060728,0.5027078307060728
ALLOCATION OF CITIZENSHIP STATUS: Total: Total population -- (Estimate),0.5027078307060728,0.5027078307060728
ALLOCATION OF PLACE OF BIRTH: Total: Total population -- (Estimate),0.5027078307060728,0.5027078307060728
ALLOCATION OF HISPANIC OR LATINO ORIGIN: Total: Total population -- (Estimate),0.5027078307060728,0.5027078307060728
ALLOCATION OF SEX: Not allocated: Total population -- (Estimate),0.5024780858410228,0.5024780858410228
ALLOCATION OF HISPANIC OR LATINO ORIGIN: Not allocated: Total population -- (Estimate),0.5015218336578261,0.5015218336578261
ALLOCATION OF PLACE OF BIRTH: Not allocated: Total population -- (Estimate),0.49471242198958576,0.49471242198958576
ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER: Same house: Population 1 year and over -- (Estimate),0.4921881892039362,0.4921881892039362
ALLOCATION OF YEAR OF NATURALIZATION: Total: Foreign-born naturalized citizens -- (Estimate),0.48183797632181546,0.48183797632181546
ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: Total: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate),0.4810958881373901,0.4810958881373901
ALLOCATION OF TIME LEAVING HOME TO GO TO WORK: Did not work at home: Time leaving home to go to work --: Allocated: Workers 16 years and over -- (Estimate),0.4746748938067855,0.4746748938067855
ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 100 percent of total income for household allocated: Households -- (Estimate),0.4231190839985186,0.4231190839985186
ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: Dollar value of zero allocated: Households -- (Estimate),0.4166550505481318,0.4166550505481318
ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for household allocated: Households -- (Estimate),0.40369847524683716,0.40369847524683716
ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: Dollar value of zero allocated: Families -- (Estimate).1,0.3987254526163981,0.3987254526163981
ALLOCATION OF PRIVATE VEHICLE OCCUPANCY: Other means (including those who worked at home): Workers 16 years and over -- (Estimate),0.3969219591650107,0.3969219591650107
ALLOCATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Total: Civilian veterans 18 years and over -- (Estimate),0.3954860264181381,0.3954860264181381
ALLOCATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Not allocated: Civilian veterans 18 years and over -- (Estimate),0.39517392065888085,0.39517392065888085
ALLOCATION OF PLACE OF WORK: Allocated: All geographic parts allocated: Workers 16 years and over -- (Estimate),0.383561917010236,0.383561917010236
ALLOCATION OF MEANS OF TRANSPORTATION TO WORK: Allocated: Workers 16 years and over -- (Estimate),0.3823660422048417,0.3823660422048417
ALLOCATION OF OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Allocated: Civilian employed population 16 years and over -- (Estimate),0.38149528146464684,0.38149528146464684
ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 100 percent of total income for family allocated: Families -- (Estimate).1,0.38023765230771644,0.38023765230771644
ALLOCATION OF INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Allocated: Civilian employed population 16 years and over -- (Estimate),0.3773823393130858,0.3773823393130858
ALLOCATION OF YEAR OF ENTRY: Native: Not allocated: Population born outside the United States -- (Estimate),0.3762659055402658,0.3762659055402658
ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Weeks worked in the past 12 months --: Allocated: Population 16 years and over -- (Estimate),0.3667059561373719,0.3667059561373719
ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: More than 0 to less than 10 percent of total income for family allocated: Families -- (Estimate).1,0.3661086351439598,0.3661086351439598
ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for individual allocated: Population 15 years and over -- (Estimate),0.36439830186896205,0.36439830186896205
ALLOCATION OF PLACE OF BIRTH: Allocated: Total population -- (Estimate),0.36326527038813733,0.36326527038813733
ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Usual hours worked per week in the past 12 months --: Allocated: Population 16 years and over -- (Estimate),0.3610700539531232,0.3610700539531232
ALLOCATION OF CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Allocated: Civilian employed population 16 years and over -- (Estimate),0.35905220619334066,0.35905220619334066
ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS: Housing units without a mortgage: Owner-occupied housing units -- (Estimate),0.3586408589407181,0.3586408589407181
ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: Dollar value of zero allocated: Families -- (Estimate),0.3571377415454913,0.3571377415454913
ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS: Housing units without a mortgage: Selected monthly owner costs --: No items allocated: Owner-occupied housing units -- (Estimate),0.35653911434092034,0.35653911434092034
ALLOCATION OF YEAR OF ENTRY: Native: Population born outside the United States -- (Estimate),0.3563922839377523,0.3563922839377523
ALLOCATION OF CONTRACT RENT: Allocated: Renter-occupied housing units -- (Estimate),0.3522353336563465,0.3522353336563465
ALLOCATION OF HOUSE HEATING FUEL: Allocated: Occupied housing units -- (Estimate),0.3509509985128437,0.3509509985128437
ALLOCATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL: Total: Population 3 years and over enrolled in school -- (Estimate),0.34693345557538,0.34693345557538
"ALLOCATION OF PRIVATE VEHICLE OCCUPANCY: Car, truck, or van: Allocated: Workers 16 years and over -- (Estimate)",0.34614004292637607,0.34614004292637607
ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for family allocated: Families -- (Estimate),0.3450049524539288,0.3450049524539288
ALLOCATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL: Not allocated: Population 3 years and over enrolled in school -- (Estimate),0.34110339561791353,0.34110339561791353
ALLOCATION OF PLACE OF WORK: Allocated: Workers 16 years and over -- (Estimate),0.33992265519278003,0.33992265519278003
ALLOCATION OF GROSS RENT: Allocated: Renter-occupied housing units -- (Estimate),0.3367998606656711,0.3367998606656711
ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate).1,0.33616564496744383,0.33616564496744383
ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER: Different house: Population 1 year and over -- (Estimate),0.33596767945063166,0.33596767945063166
ALLOCATION OF GROSS RENT: Total: Renter-occupied housing units -- (Estimate),0.3304243579577827,0.3304243579577827
ALLOCATION OF CONTRACT RENT: Total: Renter-occupied housing units -- (Estimate),0.3304243579577827,0.3304243579577827
ALLOCATION OF TRAVEL TIME TO WORK: Did not work at home: Travel time to work --: Allocated: Workers 16 years and over -- (Estimate),0.327610953567679,0.327610953567679
ALLOCATION OF MEALS INCLUDED IN RENT: Total: Renter-occupied housing units paying cash rent -- (Estimate),0.3267631427680271,0.3267631427680271
ALLOCATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: 100 percent of total income for household allocated: Nonfamily households -- (Estimate),0.3267126649710963,0.3267126649710963
ALLOCATION OF MEALS INCLUDED IN RENT: Not allocated: Renter-occupied housing units paying cash rent -- (Estimate),0.3260602584863895,0.3260602584863895
ALLOCATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER: Allocated: Population 16 years and over -- (Estimate),0.32191725257017423,0.32191725257017423
ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: 100 percent of total income for family allocated: Families -- (Estimate),0.32108304233539425,0.32108304233539425
ALLOCATION OF YEAR OF ENTRY: Foreign born: Not allocated: Population born outside the United States -- (Estimate),0.31974891449355974,0.31974891449355974
ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER: Different house: Not allocated: Population 1 year and over -- (Estimate),0.3197197427796461,0.3197197427796461
ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 100 percent of total income for individual allocated: Population 15 years and over -- (Estimate),0.31579803664227857,0.31579803664227857
ALLOCATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS ALLOCATED: 100 percent of total earnings for individual allocated: Population 16 years and over -- (Estimate),0.3088430067365986,0.3088430067365986
ALLOCATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Allocated: Population 16 years and over -- (Estimate),0.3065531155521077,0.3065531155521077
ALLOCATION OF YEAR OF ENTRY: Total: Population born outside the United States -- (Estimate),0.30410508780220374,0.30410508780220374
ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Did not work in the past 12 months: Population 16 years and over -- (Estimate),0.30403583451977817,0.30403583451977817
ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER: Did not work in the past 12 months: Population 16 years and over -- (Estimate),0.30403583451977817,0.30403583451977817
ALLOCATION OF CONTRACT RENT: Not allocated: Renter-occupied housing units -- (Estimate),0.3035034843619491,0.3035034843619491
ALLOCATION OF GROSS RENT: Not allocated: Renter-occupied housing units -- (Estimate),0.30027349866319525,0.30027349866319525
ALLOCATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER: Allocated: Population 3 years and over -- (Estimate),0.2909298181966488,0.2909298181966488
ALLOCATION OF CITIZENSHIP STATUS: Foreign born: Not allocated: Total population -- (Estimate),0.28876412176334654,0.28876412176334654
ALLOCATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER: Allocated: Population 1 year and over -- (Estimate),0.2870522358501051,0.2870522358501051
