,correlation,abs_correlation
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 65 to 74 years: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.38754703258682494,0.38754703258682494
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 55 to 64 years: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.38740007034470725,0.38740007034470725
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 55 to 64 years: Civilian population 18 years and over -- (Margin of Error),0.38571025230055234,0.38571025230055234
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 65 to 74 years: Civilian population 18 years and over -- (Margin of Error),0.3840711851128536,0.3840711851128536
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female --: Other: Veteran: Civilian population 18 years and over -- (Margin of Error),0.3627247673724851,0.3627247673724851
PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Total: Civilian veterans 18 years and over -- (Margin of Error),0.3627247673724851,0.3627247673724851
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: Other: Veteran: Civilian population 18 years and over -- (Margin of Error),0.36026604323491185,0.36026604323491185
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 65 to 74 years: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.35844615694272913,0.35844615694272913
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Veteran: Income in the past 12 months at or above poverty level: No disability: Civilian population 18 years and over for whom poverty status is determined -- (Estimate),0.35435443400843053,0.35435443400843053
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Veteran: Income in the past 12 months at or above poverty level: No disability: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.3531658466631992,0.3531658466631992
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 35 to 54 years: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.34719172763022155,0.34719172763022155
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 35 to 54 years: Civilian population 18 years and over -- (Margin of Error),0.3462700209729351,0.3462700209729351
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 75 years and over: Civilian population 18 years and over -- (Estimate),0.34323165890988294,0.34323165890988294
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Veteran: Income in the past 12 months at or above poverty level: No disability: Civilian population 18 years and over for whom poverty status is determined -- (Estimate),0.3409772931801247,0.3409772931801247
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Veteran: Income in the past 12 months at or above poverty level: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.3392417806389521,0.3392417806389521
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Veteran: Income in the past 12 months at or above poverty level: Civilian population 18 years and over for whom poverty status is determined -- (Estimate),0.3386783134386203,0.3386783134386203
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Veteran: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.33442042083283535,0.33442042083283535
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 75 years and over: Civilian population 18 years and over -- (Margin of Error),0.333558247752747,0.333558247752747
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Veteran: Civilian population 18 years and over for whom poverty status is determined -- (Estimate),0.3332111732507117,0.3332111732507117
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 75 years and over: Civilian population 18 years and over -- (Margin of Error),0.32960809269422275,0.32960809269422275
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Veteran: Income in the past 12 months at or above poverty level: Civilian population 18 years and over for whom poverty status is determined -- (Estimate),0.3293208488693304,0.3293208488693304
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 75 years and over: Nonveteran: Civilian population 18 years and over -- (Margin of Error).1,0.3286883532195466,0.3286883532195466
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Veteran: Income in the past 12 months at or above poverty level: No disability: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.3128300377993987,0.3128300377993987
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Veteran: Civilian population 18 years and over for whom poverty status is determined -- (Estimate),0.3124583413056686,0.3124583413056686
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 75 years and over: Nonveteran: Civilian population 18 years and over -- (Estimate).1,0.31241847394602823,0.31241847394602823
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 75 years and over: Civilian population 18 years and over -- (Estimate),0.3123150880916522,0.3123150880916522
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Veteran: Income in the past 12 months at or above poverty level: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.3027529700964206,0.3027529700964206
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 18 to 34 years: Civilian population 18 years and over -- (Estimate),0.3024595525126717,0.3024595525126717
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 18 to 34 years: Nonveteran: Civilian population 18 years and over -- (Estimate),0.3014769444091384,0.3014769444091384
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 35 to 54 years: Veteran: Civilian population 18 years and over -- (Estimate),0.2995734805360946,0.2995734805360946
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 65 to 74 years: Veteran: Civilian population 18 years and over -- (Estimate),0.2932279483949691,0.2932279483949691
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 75 years and over: Nonveteran: Civilian population 18 years and over -- (Estimate),0.29078831623009316,0.29078831623009316
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Nonveteran: Income in the past 12 months at or above poverty level: No disability: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.2890541394649692,0.2890541394649692
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Vietnam Era, no Korean War, no World War II: Civilian veterans 18 years and over -- (Estimate)",0.28255072812216714,0.28255072812216714
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 75 years and over: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.2821620061239914,0.2821620061239914
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 65 to 74 years: Veteran: Civilian population 18 years and over -- (Margin of Error),0.2819484706306699,0.2819484706306699
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Veteran: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.2810537068196813,0.2810537068196813
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: Civilian population 18 years and over -- (Margin of Error),0.280895039410255,0.280895039410255
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 75 years and over: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.27860367018660104,0.27860367018660104
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 18 to 34 years: Civilian population 18 years and over -- (Margin of Error),0.27650063153438414,0.27650063153438414
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 18 to 34 years: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.2762392397185805,0.2762392397185805
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Nonveteran: Income in the past 12 months at or above poverty level: With a disability: Civilian population 18 years and over for whom poverty status is determined -- (Estimate),0.2720842258676469,0.2720842258676469
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 75 years and over: Veteran: Civilian population 18 years and over -- (Margin of Error),0.2708583781844631,0.2708583781844631
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Vietnam Era, no Korean War, no World War II: Civilian veterans 18 years and over -- (Margin of Error)",0.27045011214845893,0.27045011214845893
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 75 years and over: Veteran: Civilian population 18 years and over -- (Estimate),0.2680857579031887,0.2680857579031887
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Nonveteran: Income in the past 12 months at or above poverty level: With a disability: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.26730924328326305,0.26730924328326305
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 35 to 54 years: Veteran: Civilian population 18 years and over -- (Margin of Error),0.2662363919145223,0.2662363919145223
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Nonveteran: Income in the past 12 months at or above poverty level: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.2655962915149994,0.2655962915149994
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Gulf War (8/1990 to 8/2001), no Vietnam Era: Civilian veterans 18 years and over -- (Estimate)",0.2514546574227581,0.2514546574227581
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 18 to 34 years: Civilian population 18 years and over -- (Estimate),0.24928950941787342,0.24928950941787342
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: Other: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.2485868371960255,0.2485868371960255
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Gulf War (9/2001 or later) and Gulf War (8/1990 to 8/2001), no Vietnam Era: Civilian veterans 18 years and over -- (Estimate)",0.24233219846898668,0.24233219846898668
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 18 to 34 years: Nonveteran: Civilian population 18 years and over -- (Estimate),0.24157482117932064,0.24157482117932064
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: Civilian population 18 years and over -- (Margin of Error),0.24053554429309426,0.24053554429309426
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 18 to 34 years: Civilian population 18 years and over -- (Margin of Error),0.23407522412904563,0.23407522412904563
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Gulf War (8/1990 to 8/2001), no Vietnam Era: Civilian veterans 18 years and over -- (Margin of Error)",0.23072734967686792,0.23072734967686792
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 18 to 34 years: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.23035492301834584,0.23035492301834584
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Gulf War (9/2001 or later) and Gulf War (8/1990 to 8/2001), no Vietnam Era: Civilian veterans 18 years and over -- (Margin of Error)",0.22922665157146113,0.22922665157146113
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Nonveteran: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.2181159350211927,0.2181159350211927
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female --: Other: Nonveteran: Civilian population 18 years and over -- (Margin of Error),0.2175372217926953,0.2175372217926953
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Total: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.2165122460650851,0.2165122460650851
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 18 to 64 years: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.2163800123891423,0.2163800123891423
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Total: Civilian population 18 years and over -- (Margin of Error),0.2138271704026351,0.2138271704026351
PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Between Vietnam Era and Korean War only: Civilian veterans 18 years and over -- (Margin of Error),0.21280975069407118,0.21280975069407118
PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Between Vietnam Era and Korean War only: Civilian veterans 18 years and over -- (Estimate),0.2073522587993353,0.2073522587993353
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Veteran: Income in the past 12 months at or above poverty level: With a disability: Civilian population 18 years and over for whom poverty status is determined -- (Margin of Error),0.2026918611544284,0.2026918611544284
AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: 65 years and over: Veteran: Income in the past 12 months at or above poverty level: With a disability: Civilian population 18 years and over for whom poverty status is determined -- (Estimate),0.20057960069195682,0.20057960069195682
PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Between Gulf War and Vietnam Era only: Civilian veterans 18 years and over -- (Estimate),0.19452207274445854,0.19452207274445854
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Korean War, no Vietnam Era, no World War II: Civilian veterans 18 years and over -- (Estimate)",0.19372119225601714,0.19372119225601714
PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Between Gulf War and Vietnam Era only: Civilian veterans 18 years and over -- (Margin of Error),0.19340522560010984,0.19340522560010984
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Korean War, no Vietnam Era, no World War II: Civilian veterans 18 years and over -- (Margin of Error)",0.19184678781640016,0.19184678781640016
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 55 to 64 years: Veteran: Civilian population 18 years and over -- (Estimate),0.1903686101317901,0.1903686101317901
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Male: 55 to 64 years: Veteran: Civilian population 18 years and over -- (Margin of Error),0.19007842733976008,0.19007842733976008
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 75 years and over: Veteran: Civilian population 18 years and over -- (Estimate),0.18798273130937476,0.18798273130937476
SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER: Female: 75 years and over: Veteran: Civilian population 18 years and over -- (Margin of Error),0.18729642648606357,0.18729642648606357
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: World War II, no Korean War, no Vietnam Era: Civilian veterans 18 years and over -- (Estimate)",0.18296738436943255,0.18296738436943255
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: World War II, no Korean War, no Vietnam Era: Civilian veterans 18 years and over -- (Margin of Error)",0.1793283231674078,0.1793283231674078
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Gulf War (9/2001 or later), and Gulf War (8/1990 to 8/2001), and Vietnam Era: Civilian veterans 18 years and over -- (Margin of Error)",0.1762646060101884,0.1762646060101884
PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Pre-World War II only: Civilian veterans 18 years and over -- (Margin of Error),0.17416850720606966,0.17416850720606966
"PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER: Gulf War (9/2001 or later), no Gulf War (8/1990 to 8/2001), no Vietnam Era: Civilian veterans 18 years and over -- (Margin of Error)",0.15970405166601545,0.15970405166601545
