,correlation,abs_correlation
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Total population -- (Margin of Error),0.47460663063451247,0.47460663063451247
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 35 to 64 years: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Margin of Error),0.47312275997058234,0.47312275997058234
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: Total: Population 65 years and over -- (Estimate),0.4717758945273406,0.4717758945273406
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Lives alone: Population 18 years and over in households -- (Margin of Error),0.46854011961718545,0.46854011961718545
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: Own children under 18 years -- (Estimate),0.4678039057587189,0.4678039057587189
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 35 to 64 years: Lives alone: Population 18 years and over in households -- (Estimate),0.4677402154779662,0.4677402154779662
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Living alone: Total population -- (Estimate),0.4675975670848361,0.4675975670848361
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Male: Total population -- (Estimate),0.46426481937827463,0.46426481937827463
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Population 65 years and over -- (Estimate),0.4617398298719838,0.4617398298719838
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Living alone: Total population -- (Margin of Error),0.4565200898765124,0.4565200898765124
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Estimate),0.4398578475077743,0.4398578475077743
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Male: Population 65 years and over -- (Estimate),0.43446679515017766,0.43446679515017766
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Householder: Female: Total population -- (Estimate),0.4311731968202013,0.4311731968202013
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 35 to 64 years: Lives alone: Population 18 years and over in households -- (Margin of Error),0.42704959430367034,0.42704959430367034
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Male: Total population -- (Margin of Error),0.4250370498237976,0.4250370498237976
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: 6 to 11 years: Own children under 18 years -- (Estimate),0.4235897158119884,0.4235897158119884
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Male: Living alone: Total population -- (Estimate),0.42282407931423693,0.42282407931423693
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Total population -- (Estimate),0.42212902951704684,0.42212902951704684
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Spouse: Population 65 years and over -- (Estimate),0.4213009339333948,0.4213009339333948
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Population 65 years and over -- (Estimate),0.4209401302134926,0.4209401302134926
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Unmarried partner: Total population -- (Estimate),0.4187670419498224,0.4187670419498224
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Male: Population 65 years and over -- (Margin of Error),0.41644501166978787,0.41644501166978787
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Margin of Error),0.4148779125726818,0.4148779125726818
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: Population 65 years and over -- (Margin of Error),0.4087131093170328,0.4087131093170328
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Population 18 years and over in households -- (Margin of Error),0.4087131093170328,0.4087131093170328
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Spouse: Population 65 years and over -- (Margin of Error),0.4078601138464687,0.4078601138464687
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: Total: Population 65 years and over -- (Margin of Error),0.4015854434701394,0.4015854434701394
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Population 65 years and over -- (Margin of Error),0.39938885946269514,0.39938885946269514
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Householder: Total population -- (Margin of Error),0.39700692148500544,0.39700692148500544
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Male: Living alone: Total population -- (Margin of Error),0.39365544639653893,0.39365544639653893
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Population 65 years and over -- (Margin of Error),0.3931532939033204,0.3931532939033204
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Male: Not living alone: Total population -- (Estimate),0.3931164925291088,0.3931164925291088
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: Under 3 years: Own children under 18 years -- (Estimate),0.38641825090061666,0.38641825090061666
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Householder: Female: Total population -- (Margin of Error),0.3835818196494531,0.3835818196494531
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: 12 to 17 years: Own children under 18 years -- (Estimate),0.3822753832356254,0.3822753832356254
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Total population -- (Margin of Error),0.3815258969626443,0.3815258969626443
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Not living alone: Total population -- (Estimate),0.3804026221866402,0.3804026221866402
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Unmarried partner: Total population -- (Margin of Error),0.3760022979496001,0.3760022979496001
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: 3 and 4 years: Own children under 18 years -- (Estimate),0.36606956089830023,0.36606956089830023
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Lives alone: Population 18 years and over in households -- (Estimate),0.362677297760299,0.362677297760299
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Total population -- (Estimate),0.35631538305991745,0.35631538305991745
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Male: Not living alone: Total population -- (Margin of Error),0.3556205152613467,0.3556205152613467
"RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS: Own child: Biological child: Population under 18 years in households (excluding householders, spouses, and unmarried partners) -- (Estimate)",0.3513050892324538,0.3513050892324538
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 35 to 64 years: Population 18 years and over in households -- (Margin of Error),0.3510352184958118,0.3510352184958118
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Not living alone: Total population -- (Margin of Error),0.3500522910846053,0.3500522910846053
"RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS: Own child: Population under 18 years in households (excluding householders, spouses, and unmarried partners) -- (Estimate)",0.349653695602913,0.349653695602913
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Population 65 years and over -- (Margin of Error),0.3469427627512913,0.3469427627512913
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Population 18 years and over in households -- (Estimate),0.34119575784504363,0.34119575784504363
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Lives alone: Population 18 years and over in households -- (Margin of Error),0.33713141319674256,0.33713141319674256
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: 5 years: Own children under 18 years -- (Estimate),0.3336188841491294,0.3336188841491294
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Lives alone: Population 18 years and over in households -- (Margin of Error),0.3335248922376072,0.3335248922376072
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Population 65 years and over -- (Margin of Error),0.32707281803594274,0.32707281803594274
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Population 65 years and over -- (Margin of Error),0.32326252062678884,0.32326252062678884
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Living alone: Population 65 years and over -- (Margin of Error),0.31790428813778926,0.31790428813778926
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Estimate),0.3176753521539454,0.3176753521539454
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: Under 3 years: Own children under 18 years -- (Margin of Error),0.3133206237448567,0.3133206237448567
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Child: Total population -- (Estimate),0.30584437874764375,0.30584437874764375
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Child: Biological child: Total population -- (Estimate),0.30505147590467485,0.30505147590467485
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Margin of Error),0.301702646828783,0.301702646828783
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Population 65 years and over -- (Estimate),0.30076442570341066,0.30076442570341066
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Population 65 years and over -- (Estimate),0.29728006057320455,0.29728006057320455
"RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS: Total: Population under 18 years in households (excluding householders, spouses, and unmarried partners) -- (Estimate)",0.286918418486933,0.286918418486933
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Lives alone: Population 18 years and over in households -- (Estimate),0.2850344651613932,0.2850344651613932
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: 3 and 4 years: Own children under 18 years -- (Margin of Error),0.2823745068914718,0.2823745068914718
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Other nonrelatives: Population 18 years and over in households -- (Estimate),0.28179637633053256,0.28179637633053256
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Total population -- (Margin of Error),0.27978498771566956,0.27978498771566956
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Population 65 years and over -- (Estimate),0.2795395254889658,0.2795395254889658
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Living alone: Population 65 years and over -- (Estimate),0.27042633168418,0.27042633168418
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: 5 years: Own children under 18 years -- (Margin of Error),0.2694501544126009,0.2694501544126009
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: 6 to 11 years: Own children under 18 years -- (Margin of Error),0.26819374466252394,0.26819374466252394
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Other nonrelatives: Population 18 years and over in households -- (Estimate),0.26572112748606586,0.26572112748606586
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Other nonrelatives: Population 18 years and over in households -- (Margin of Error),0.2640958196258659,0.2640958196258659
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Housemate or roommate: Total population -- (Estimate),0.25688529296142565,0.25688529296142565
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Other nonrelatives: Population 18 years and over in households -- (Margin of Error),0.2558137973996294,0.2558137973996294
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Population 18 years and over in households -- (Margin of Error),0.2519615537751047,0.2519615537751047
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Housemate or roommate: Total population -- (Margin of Error),0.2462628029527277,0.2462628029527277
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Population 65 years and over -- (Margin of Error),0.24424889041258843,0.24424889041258843
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Other relatives: Population 18 years and over in households -- (Estimate),0.2442296666001264,0.2442296666001264
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Parent-in-law: Population 65 years and over -- (Estimate),0.24377701428513107,0.24377701428513107
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Other relatives: Population 18 years and over in households -- (Margin of Error),0.24131002880573335,0.24131002880573335
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Female: Population 65 years and over -- (Margin of Error),0.24125515211277992,0.24125515211277992
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: 12 to 17 years: Own children under 18 years -- (Margin of Error),0.24123994226945902,0.24123994226945902
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Estimate),0.23720286128803406,0.23720286128803406
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Parent-in-law: Population 65 years and over -- (Margin of Error),0.23510059602991148,0.23510059602991148
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Female: Population 65 years and over -- (Estimate),0.23487860620382858,0.23487860620382858
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Living alone: Population 65 years and over -- (Margin of Error),0.2304975269844772,0.2304975269844772
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Population 65 years and over -- (Estimate),0.23007360984881484,0.23007360984881484
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Parent-in-law: Total population -- (Estimate),0.2271287951522139,0.2271287951522139
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Margin of Error),0.22344387204993937,0.22344387204993937
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: In married-couple families: Own children under 18 years -- (Margin of Error),0.21939854793263744,0.21939854793263744
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: Total: Population 18 years and over in households -- (Margin of Error),0.21764131913925772,0.21764131913925772
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Living alone: Population 65 years and over -- (Estimate),0.21476239025178626,0.21476239025178626
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Parent-in-law: Total population -- (Margin of Error),0.20548516596029742,0.20548516596029742
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Parent: Population 65 years and over -- (Estimate),0.20425584406837763,0.20425584406837763
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Parent: Population 65 years and over -- (Margin of Error),0.19865404081847698,0.19865404081847698
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 35 to 64 years: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Estimate),0.18642539320690976,0.18642539320690976
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 35 to 64 years: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Margin of Error),0.17998457689638822,0.17998457689638822
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Child: Adopted child: Total population -- (Estimate),0.1768973347544115,0.1768973347544115
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Estimate),0.17283836421795107,0.17283836421795107
"RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS: Own child: Adopted child: Population under 18 years in households (excluding householders, spouses, and unmarried partners) -- (Estimate)",0.15907737691361729,0.15907737691361729
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Margin of Error),0.15694872148581854,0.15694872148581854
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Margin of Error),0.15251318671034422,0.15251318671034422
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Child: Adopted child: Total population -- (Margin of Error),0.14696717399339954,0.14696717399339954
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Not living alone: Population 65 years and over -- (Margin of Error),0.14550423490546735,0.14550423490546735
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 65 years and over: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Estimate),0.14543662376684677,0.14543662376684677
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Parent: Total population -- (Estimate),0.1432229787432422,0.1432229787432422
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Total population -- (Margin of Error),0.13996030187041938,0.13996030187041938
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Not living alone: Population 65 years and over -- (Margin of Error),0.1384394951645187,0.1384394951645187
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Child of householder: Population 18 years and over in households -- (Estimate),0.13778290413157435,0.13778290413157435
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Not living alone: Population 65 years and over -- (Estimate),0.13542379905417365,0.13542379905417365
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 35 to 64 years: Other nonrelatives: Population 18 years and over in households -- (Estimate),0.13473252661927682,0.13473252661927682
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: Total population -- (Margin of Error),0.1338357104713733,0.1338357104713733
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: Total: Total population -- (Margin of Error),0.13369557261345197,0.13369557261345197
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Child of householder: Population 18 years and over in households -- (Estimate),0.13321670450149717,0.13321670450149717
"RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS: Own child: Adopted child: Population under 18 years in households (excluding householders, spouses, and unmarried partners) -- (Margin of Error)",0.13234563920784675,0.13234563920784675
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Parent: Total population -- (Margin of Error),0.13190947138447892,0.13190947138447892
LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 35 to 64 years: Other nonrelatives: Population 18 years and over in households -- (Margin of Error),0.12954550704395876,0.12954550704395876
"RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS: Own child: Biological child: Population under 18 years in households (excluding householders, spouses, and unmarried partners) -- (Margin of Error)",0.12648983789843424,0.12648983789843424
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Other nonrelatives: Total population -- (Estimate),0.12265508227439582,0.12265508227439582
OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE: Total: Own children under 18 years -- (Margin of Error),0.12218505343454482,0.12218505343454482
"RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS: Own child: Population under 18 years in households (excluding householders, spouses, and unmarried partners) -- (Margin of Error)",0.12218505343454482,0.12218505343454482
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Nonrelatives: Population 65 years and over -- (Estimate),0.12175681793856098,0.12175681793856098
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Not living alone: Population 65 years and over -- (Estimate),0.11668003361547381,0.11668003361547381
RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Nonrelatives: Population 65 years and over -- (Margin of Error),0.10554000459470639,0.10554000459470639
HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In family households: Child: Biological child: Total population -- (Margin of Error),0.10498229752603119,0.10498229752603119
